Word,Orthography w/ tones,IPA,English,Spanish,Tone Melody,Syllable Structure,Phonation Type,Part of Speech,Semantic Domain,Speaker,Sound File,Notes,Checked?,Need
konto nta'a,kòntò nta'ǎ,[kòⁿtò ⁿtaˀǎ],elbow,codo,LLMR,CVCV CV?V,glottalized,noun,body parts and the body,,codo.wav,,,
konto tsi'in,kontò tsí'in,[koⁿtò t͡síˀĩ],wart,verruga,ML HM,CVCV CV?V,glottalized,,,RDC,RDC_Verruga.wav,,,
kontun,kòntǔn,[kòⁿtũ̌],your knee,tu rodilla,LR,CVCV,modal,noun,body parts and the body,NGC,tu rodilla.wav,,,
konu,kónù,[kónù],deep,profundo,H,CVCV,modal,adjective,descriptions,,,,,
koñu,koñû,[kōɲû],dried meat,carne seca,MF,CVCV,modal,noun,"food, drink, and cooking",NGC,carneseca.wav,,,
koo,kòó,[kòó],exist.NEG,existir.NEG,,,,,states of being,,,,,
koo,koo,[kōō],welcome,bienvenido,MM,CVV,modal,interjection,greetings and polite expressions,,bienvenido.wav,,,
korra,kórà,[kórà],corral/pen,corral,HL,CVCV,modal,noun,farming,JGO,,,,
koti ya,kotî yá,[kōtî já],it's mine,es mío/a,MF H,CVCV CV,modal,,,NGC,,,,Check Duplicate
kotoo mii yu ya,kotoo míí yu yá,[kōtoo míí jū já],it's yours,es tuyo,MMM HH M H,CVCVV CVV CV CV,modal,,,NGC,,,,Check Duplicate
kotoo vun ya,kotoo vun yá,[kōtoo βũ já],it's yours,es tuyo,MMM M H,CVCVV CV CV,modal,,,NGC,,,,Check Duplicate
kotun ya,kotun yá,[kōtũ já],it's yours,es tuyo,MM H,CVCV CV,modal,,,NGC,,,,
kova kuatyi,ková kuǎtyi,[kōβá kʷǎt͡ʃī],the male cousin of a woman,el primo de una mujer,MH RM,CVCV CVCV,modal,noun,kin terms,,elprimodeunamujer.wav,,,
kova kuatyi,ková kuǎtyi,[kōβá kʷǎt͡ʃī],the female cousin of a man,la prima de un hombre,MH RM,CVCV CVCV,modal,noun,kin terms,NGC,primadeunhombre.wav,,,
koviyo,kòvíyó,[kòβíjó],roadrunner,correcamino,LHH,CVCVCV,modal,noun,wild animals,JGO,,,,
koyo,koyo,[kōjō],put (pl object) (cont),poner (cont),MM,CVCV,modal,verb (continuative),Actions and activities,,,,,
ku i,kù ì,[kù ì],the sister of a woman,la hermana de una mujer,LL,CV V,modal,noun,kin terms,NGC,hermanadeunhombre.wav,,,
ku'u,kú'ù,[kúˀù],sick,enfermo,HL,CV?V,glottalized,adjective,life and health,NGC,enfermo.wav,,,
ku'u kuatyi,kù'ù kuǎtyi,[kùˀù kʷǎt͡ʃī],the female cousin of a woman,la prima de una mujer,LL RM,CV?V CVCV,glottalized,noun,kin terms,,primadeunamujer.wav,,,
ku'u xijni,kú'u xìjuî,,my head hurts,me duele la cabeza,,CV?V CVhCV,multiple word types,verb (completive),states of being,NGC,NGC_MeDueleLaCabeza.wav,Said,,Check Duplicate
ku'un,kù'ùn,[kʷ̀ˀũ̀],go (pot),ir (pot),LL,C?V,glottalized,verb (potential),Actions and activities,,,,,
kua'a,kuá'à,[kʷáˀà],red,rojo,HL,CV?V,glottalized,adjective,colors,,rojo.wav,,,
kua'a,kuá'à,[kʷáˀa],right (side),derecha,HL,CV?V,glottalized,adjective,directions and locations,,,,,
kua'an,kuà'àn,[kʷàˀã̀],go (cont),ir (cont),LL,CV?V,glottalized,verb (continuative),Actions and activities,,,,,
kua'an,kua'an,[kʷāˀā],go (command),vete,MM,CV?V,glottalized,verb,Actions and activities,NGC,vete.wav,,,Verb Tense
kua’an,kua’ǎn,[kʷãˀã̌],leaves,salir,MR,CV?V,glottalized,verb,Actions and activities,,salir.wav,,No,Verb Tense
kuaa,kuáà,[kʷáà],blind,ciego,HL,CVV,modal,adjective,states of being,,ciego.wav,,,
kuaan,kuáàn,[kʷã́ã̀],yellow,amarillo,HL,CVV,modal,noun,colors,,amarillo.wav,,,
kuadalupe progreso,kuàdàlúpe progrésò,[kʷàdàlúpe pɾogɾésò],Guadalupe Progreso,Guadalupe Progreso,LLHM MHL,CVCVCVCV CCVCCVCV,modal,proper name,directions and locations,JGO,GuadalupeProgreso.wav,loan word,,
kuaja,kuájǎ,[kʷáʰǎ],late,tarde,HL,CVhV,aspirated,adjective,states of being,,,,,
kuajan,kuâjǎn,[kʷã̂ʰã̌],unmarried,soltero,FR,CVhV,aspirated,adjective,states of being,NGC,soltero.wav,,,
kuaku,kuaku,[kʷaku],cry (pot),llorar (pot),M,CVC,modal,verb (potential),Actions and activities,,,,,
kuaku,kuàkù,[kʷàkù],laugh (potential),reírse,(M)LL,CVCV,modal,verb (potential),Actions and activities,,,,,
kuakue'e,kuakue'è,[kʷakʷeˀè],enough,bastante,MML,CVCV?V,glottalized,quantifier,descriptions,NGC,bastante.wav,,,
kuantsi,kuântsí,[kʷâⁿt͡sí],horse,caballo,FH,CVCV,modal,noun,domesticated animals,,caballo.wav,try to get clearer recording,,
kuantsi'a,kuàntsi'a,[kʷàⁿt͡sʲˀa],too,demasiado,LM,CVC?V,glottalized,quantifier,descriptions,NGC,demasiado.wav,,,
kuatsia,kuátsià,[kʷát͡sʲà],happy/excited,emocionado,H,CVCV,pre-aspirated,adjective,states of being,,emocionado.wav,,,
kuatyi,kuǎtyi,[kʷǎt͡ʃi],hard to break,difícil de romper?,LH,CVCCV,pre-aspirated,adjective,descriptions,,difícilderomper.wav,,,
kue'e,kue'e,[kʷeˀe],very,muy,MM,CV?V,glottalized,adverb,descriptions,NGC,muy.wav,,,
kue'e,kuè'è,[kʷèˀè],aggressive,bravo,LL,CV?V,glottalized,adjective,states of being,,bravp.wav,,,
kuee,kuéè,[kʷéè],slowly,despacio,HL,CVV,modal,adjective,descriptions,NGC,despacio.wav,,,
kui'i,kuí'i,[kʷíˀi],deceitful,engañoso,HM,CV?V,glottalized,adjective,states of being,NGC,engañoso.wav,,,
kui'i,kuì’i,[kʷìˀī],fruit,fruta,LM,CV?V,glottalized,noun,"food, drink, and cooking",NGC,fruta.wav,,,
kui'i yu'u ra,kuí'i yu'ǔ rà,[kʷíˀi juˀǔ ɾà],he is dramatic,él es dramatico,HM MR L,CV?V CV?V CV,glottalized,,,,,,,
kuii,kuíì,[kʷíì] ,clear,claro,HL,CVV,modal,adjective,states of being,,claro.wav,,,
kuii,kuií ,[kʷií],early in the morning,pronto en la mañana,MH,CVV,modal,noun,times and seasons,,,,,
kuiin,kuíìn,[kʷĩ́ĩ̀],striped,rayado,HL,CVV,modal,adjective,states of being,,rayado.wav,,,
kuiji,kuíjǐ,,green,verde,FR,CVhV,aspirated,noun,colors,,verde.wav,,,
